rid,age,gender,wave,ethnicity,hispanic,educ
5eada943-75b0-5476-efdb-3316aa156e7e,NA,Male,1,White,0,College graduate
5eada95c-269d-8bc1-7fae-a1a3946a1ca3,NA,Female,1,Black,0,Some college
5eada936-b54b-34c2-e053-1d1a5b242e5e,NA,Male,1,White,0,High school graduate
5eada8ff-ed7a-bcbe-23ae-bb1875483702,NA,Female,1,Black,0,Some college
5eada985-71b8-c8d0-a6ba-14c2a44e25d6,NA,Male,1,White,0,College graduate
5eada94e-d5ac-7155-8c06-f388a5c8c990,NA,Male,1,White,0,College graduate
5eada9db-b735-c887-f0d1-2ce803d10dfc,NA,Female,1,White,0,College graduate
5eada99d-d555-45c1-9600-929a1933da6a,NA,Female,1,White,0,College graduate
5eada977-0bfe-e2e0-ff96-200d1c6a33f7,NA,Female,1,White,0,College graduate
5eadaa14-13dc-f453-4ff1-74d5e111f335,NA,Male,1,White,0,Non-high school graduate
5eada915-0e7b-818f-a219-084057e6ce03,NA,Female,1,White,NA,Some college
5eada94e-6918-d91f-7a3e-0a582a957d81,NA,Female,1,White,0,Some college
5eada906-86de-12dc-06be-84757f79f280,NA,Female,1,Other,0,College graduate
5eada916-301d-e299-f6d1-5198f4c17205,NA,Male,1,White,0,College graduate
5eada9c2-a48c-473f-17c6-7c3d79254a05,NA,Female,1,White,0,Some college
5eada958-b6d1-1549-a459-6640ebacaf8c,NA,Female,1,Black,0,College graduate
5eada8fd-0a34-f2c6-0734-ff5830a141f7,NA,Male,1,White,0,College graduate
5eada99f-aafc-b7c1-622a-d0518a8c35ef,NA,Female,1,Other,0,College graduate
5eadaa1d-3d37-c62c-dcb3-2bcb20e2b5e6,NA,Male,1,White,0,College graduate
5eada964-5bb4-dd88-0e2a-b521ff1a5091,NA,Male,1,White,0,College graduate
5eada9ee-a512-2166-acaa-b71c8eaee931,NA,Female,1,White,0,College graduate
5eada98b-9549-3887-fd01-cc162c7f0dd4,NA,Female,1,White,0,Some college
5eada95d-3aa6-b42d-96dc-d16f7e0854ed,NA,Male,1,Other,1,Some college
5eada948-52ce-b1f6-61b2-ce13daeaa086,NA,Male,1,Black,0,Some college
5eadaa69-4bd0-cfac-4870-641b80ccc93a,NA,Female,1,White,0,College graduate
5eada8f9-9927-6930-2052-b7dcac57fef9,NA,Male,1,Black,0,Some college
5eada913-bc27-6669-0810-befde147f02b,NA,Female,1,Other,1,College graduate
5eada9b4-d8c9-2ca0-ea5c-b5c0080a330f,NA,Female,1,Other,0,College graduate
5eada957-42f1-dd11-7565-0ddc3c63fe85,NA,Female,1,White,0,College graduate
5eada99f-e511-f391-5c98-33cc1187d74e,NA,Female,1,White,0,College graduate
5eada910-2e1c-6484-edae-99ca38388538,NA,Male,1,White,0,College graduate
5eadaa4c-2d87-fbff-a37f-94386fb48dec,NA,Female,1,White,0,College graduate
5eadaa3d-cd7f-b116-eb4d-7b13afc41138,NA,Female,1,White,0,College graduate
5eadaa25-c180-122d-a81f-c8c32ab6a4de,NA,Male,1,White,0,College graduate
5eada98f-6e53-9a9b-9880-79a5666e0b3f,NA,Female,1,White,0,Some college
5eada968-1c17-26a1-6acd-c8d47b6e92c9,NA,Female,1,Other,1,Some college
5eada9a6-e808-b689-3f3f-c7795c3335e7,NA,Female,1,Black,0,College graduate
5eada8ed-4de0-0832-9f75-863ea1d183af,NA,Female,1,White,0,College graduate
5eada97f-3a3c-629e-b5a8-ef0f003ac9f4,NA,Male,1,White,0,College graduate
5eadaac6-761f-cc9c-2b6e-caccbb9aefe4,NA,Female,1,White,0,College graduate
5eadaa2e-b549-b66c-b39b-fbd312b5fd2c,NA,Female,1,White,0,Some college
5eadaaca-3356-5221-4429-78d4ca0e40cb,NA,Male,1,Other,1,Non-high school graduate
5eada948-d628-960a-690c-37decb0c309f,NA,Female,1,White,0,Some college
5eada95d-8df1-60cd-a995-f4bf4a828111,NA,Male,1,White,0,Non-high school graduate
5eada984-e094-ac35-f03c-2cc62970b7cb,NA,Female,1,White,1,College graduate
5eadaa3c-85d1-9d3b-48c9-8d5eaa2ff0eb,NA,Female,1,Black,0,Some college
5eada978-6f99-a72c-2f9d-2bfdfeb5234d,NA,Female,1,Black,0,College graduate
5eada976-5abf-66aa-1fc1-e38220ad4989,NA,Female,1,White,0,High school graduate
5eada9e9-b427-e57d-ce76-16bc9a42f61a,NA,Male,1,White,0,College graduate
5eada9a9-3e13-761e-3667-d9a6d155d08c,NA,Male,1,White,0,College graduate
5eada9f2-e0d1-b57b-75a7-80e77eb4d52e,NA,Female,1,White,0,Some college
5eada96f-95ee-c2b0-d6a1-2dd4d7ce9828,NA,Male,1,White,0,College graduate
5eadaa08-422d-a44c-e608-622f2a401759,NA,Female,1,White,0,College graduate
5eada9c5-4a7e-4d35-eda5-9d964b78f9f0,NA,Male,1,White,0,Some college
5eada994-386a-b5c5-ce78-ca54daeeb25a,NA,Female,1,Other,0,High school graduate
5eada906-b9fc-5c65-004b-4dc070a0e7c1,NA,Female,1,White,0,College graduate
5eadaa95-1028-ef62-adef-4ec306e929e3,NA,Female,1,White,0,College graduate
5eadaad9-40d0-4667-f6e6-bafd1dbba848,NA,Female,1,White,0,Some college
5eadab38-c6fb-d51f-41a5-46101a717c6a,NA,Female,1,Other,0,Some college
5eadab1c-67e2-bac8-2024-2e066d43238c,NA,Female,1,White,0,College graduate
5eada9f6-e92f-f3fa-f99c-12742031ec8f,NA,Male,1,White,0,High school graduate
5eada9db-e692-a119-1147-61c6d121667f,NA,Female,1,White,0,College graduate
5eadaa91-00d0-0bbc-7da4-541f24a16ec3,NA,Female,1,White,0,High school graduate
5eadab4d-2fb9-ee22-800d-0b1751bec348,NA,Male,1,White,0,Some college
5eadab6a-2711-c8dc-adcf-3dc90eafd5e0,NA,Female,1,White,1,College graduate
5eada9bf-4d32-ef7e-7b0c-5c1807fbbfc5,NA,Male,1,White,0,College graduate
5eadab07-7c58-ce69-1b07-9b6859d27cf3,NA,Female,1,White,0,College graduate
5eada965-15a7-2e46-372c-94ab00fc16d4,NA,Female,1,Other,1,College graduate
5eadab2e-c7bd-ce77-b43b-114807c0408c,NA,Male,1,Other,0,College graduate
5eadab5b-25cd-48bd-1579-89843f793ef1,NA,Female,1,Other,0,College graduate
5eada9da-e5ed-825f-581d-65db0585126f,NA,Male,1,White,0,College graduate
5eadaa61-686b-cfc6-76e5-001dd355a2d3,NA,Male,1,White,0,Some college
5eadaab6-10c8-ec91-001b-cc7bdf2da7a6,NA,Female,1,White,0,College graduate
5eadab20-6a88-09a2-f7e3-09ea5d86bfee,NA,Male,1,White,0,High school graduate
5eadaaf7-384e-fe7b-5d26-0e40cc724f01,NA,Female,1,Other,0,College graduate
5eadaab9-d334-9626-73b1-e55a68236102,NA,Male,1,White,0,Some college
5eadab1d-894c-03e8-b099-03b1e1bc4943,NA,Female,1,White,0,Some college
5eadaa9a-40b6-8dda-0d1d-d531b39c04f9,NA,Female,1,White,0,College graduate
5eadabde-7abe-b830-bfae-91efd76c804b,NA,Male,1,White,0,High school graduate
5eada9b0-d187-d4fc-c8f3-f2f202a2be43,NA,Female,1,Other,0,College graduate
5eadaad5-0a6e-0ca9-a956-b6864a5e38bc,NA,Male,1,Other,0,College graduate
5eadaa6a-a79a-a61c-032a-a2a53a310599,NA,Female,1,White,0,Some college
5eadab1e-4a20-f886-039b-0a3f6deab9a5,NA,Male,1,Black,0,Some college
5eada95d-202e-0593-99da-fecfa17f2988,NA,Male,1,White,0,College graduate
5eadac41-3cab-e66e-e7ea-734257e2ba1f,NA,Female,1,White,0,College graduate
5eada926-5e6c-fc08-bbc1-4a0e6eed54c3,NA,Male,1,White,0,Some college
5eadabad-2f4e-e7a5-6dd7-ae1bb8a17072,NA,Female,1,White,0,Some college
5eada995-bac6-b27f-1732-875dc2713b5b,NA,Female,1,White,0,High school graduate
5eadaa6c-1909-3fab-8791-a8bd02c1cf9b,NA,Male,1,White,0,Some college
5eadabc3-e4b9-18c8-6292-d5b6653bb222,NA,Male,1,White,NA,College graduate
5eadabd6-1b3a-7fe7-8824-1afca4800d52,NA,Male,1,White,0,College graduate
5eadab40-b6d2-a3e5-ae32-a8da81a3886f,NA,Female,1,White,0,Some college
5eadab4b-3af8-e317-8515-104addbefc33,NA,Male,1,White,0,College graduate
5eadaaf0-4120-1a46-c69a-61c7b57284d0,NA,Male,1,White,0,College graduate
5eadaa95-ff3f-60ce-75e2-0c33b4c1832e,NA,Male,1,White,0,College graduate
5eadab49-42a4-ae91-c72f-c8b7a39f0116,NA,Male,1,White,0,College graduate
5eadaaf9-c310-4c32-5606-b9786b8df8ef,NA,Male,1,Black,0,Some college
5eada9a4-1238-1839-0ee5-135721fde6c1,NA,Female,1,Black,0,Non-high school graduate
5eadad1f-7053-9161-8042-74e78541081d,NA,Male,1,White,0,Some college
5eadab57-89a5-49f7-a3c9-a22b147419e8,NA,Female,1,White,0,Some college
5eadab9d-4380-2591-3125-a108364cebda,NA,Female,1,White,0,College graduate
5eadaa10-0a94-698b-b890-c9d54a97b23c,NA,Male,1,White,1,College graduate
5eada8e2-07ad-ff47-108f-596b2e4e8082,NA,Male,1,White,0,High school graduate
5eadac4e-62f0-7274-325b-aecede7fd5eb,NA,Male,1,White,0,College graduate
5eadace7-07cb-519e-d989-a0d64588098e,NA,Male,1,White,0,College graduate
5eada982-262d-923f-fdd0-62c3df67f2f5,NA,Male,1,White,0,Some college
5eadacfe-5004-6ea0-88a4-0cc4ad15b7dd,NA,Male,1,White,0,College graduate
5eada98f-e767-e10e-1017-63dd7e552adc,NA,Male,1,White,0,College graduate
5eadaa67-dc6d-48a9-9b7e-81afc7eee32a,NA,Male,1,Black,0,Some college
5eada98c-e7ee-8d35-720d-2078925a4dca,NA,Female,1,White,0,High school graduate
5eadacaf-e736-bcf4-df1e-76f430e96dc5,NA,Male,1,Black,0,High school graduate
5eadad0d-54bd-83bc-02af-0575e48f3fae,NA,Male,1,Black,0,College graduate
5eadadfd-8dea-6a07-0822-7ca4bd82ad55,NA,Male,1,White,0,Some college
5eadac7e-b521-5740-52d8-f22558da2fef,NA,Male,1,White,0,College graduate
5eadaa9a-d185-9ccd-23e1-7771f9fd2e96,NA,Male,1,Other,1,High school graduate
5eadabb0-9ed6-fad4-3d06-6ac3eccd7bb6,NA,Male,1,White,0,College graduate
5eadadd5-0d27-801c-1f39-8851ff8bf8bf,NA,Male,1,White,0,College graduate
5eadab0d-966d-8b22-f367-3b604081b17d,NA,Female,1,White,0,High school graduate
5eadadd9-1c85-f114-da9c-79e93d28efcf,NA,Female,1,White,0,College graduate
5eadaeda-9606-2d70-29e9-e30d33fa3830,NA,Male,1,Other,0,College graduate
5eada8ff-f052-bda3-3f34-8a6a7f1d1499,NA,Female,1,Black,0,High school graduate
5eadaa2d-c4bb-fe14-86b2-7e30292b15b3,NA,Male,1,White,0,Some college
5eadae03-86d2-6bf9-bd4e-4ef9077e3b94,NA,Female,1,White,0,College graduate
5eadaf03-7df7-e4c8-7b61-549682146c25,NA,Male,1,Other,0,College graduate
5eadad7e-af7e-13dc-ecef-986dafc88f41,NA,Male,1,Black,0,High school graduate
5eadb015-f7df-b04d-c0cb-a373a8acfa51,NA,Female,1,Other,0,College graduate
5eadadc3-d458-57fb-9699-cb068dd0cb41,NA,Female,1,White,0,Some college
5eadad16-ba8c-d51a-ee52-781c2f1432bd,NA,Female,1,White,0,College graduate
5eadab8b-2f76-e118-5076-46959e5acba8,NA,Male,1,Other,1,NA
5eada9bf-6d8f-03ac-4c7b-141e3c87b194,NA,Female,1,White,0,Some college
5eadb02e-747d-6733-c362-78613ac6e60c,NA,Male,1,White,0,Some college
5eadc09b-8a4a-7f19-ab8c-895cb44d30a8,25,Female,1,White,0,College graduate
5eadc098-2d83-ce31-d732-7cbe78189e84,25,Female,1,White,0,Some college
5eadab46-6a16-745e-bc30-e40937b3392b,NA,Female,1,Other,0,Some college
5eadc0eb-c83a-1cbd-6f2a-996850332316,40,Male,1,White,1,College graduate
5eadc0cc-ad10-b682-6f8d-94ac8929bc24,19,Male,1,Other,0,High school graduate
5eadc0f0-0623-bf41-ce47-9b9cbc2354dd,26,Female,1,White,0,Some college
5eadc0d6-b00a-8680-5c65-73cdacd77a1a,22,Male,1,Other,0,High school graduate
5eadc0f7-0bf5-1ced-883f-b471062e0db6,31,Female,1,White,0,College graduate
5eadc119-7748-5c32-1e2b-73f7500678d3,55,Female,1,White,0,High school graduate
5eadc087-b683-8811-8c05-7271a0d6bb79,29,Female,1,White,0,Some college
5eadc095-8a1b-519e-041c-42a34a810159,19,Female,1,Black,0,College graduate
5eadc0f9-462b-78b5-76f2-237dba7d2a49,19,Female,1,Other,0,High school graduate
5eadc0bc-acb4-5373-d38e-20ce73c5c396,18,Female,1,Black,0,High school graduate
5eadc0a9-ae83-0a34-8d0a-cd6d1a3963fb,37,Female,1,White,0,College graduate
5eadc2b8-5875-6a7e-6df9-ac7918f1676e,35,Male,1,Other,0,Some college
5eadc0a8-b644-886d-a6f7-94cf9881f520,18,Female,1,Black,0,High school graduate
5eadc2ff-0a53-cef8-a8d6-29034ff7425a,43,Male,1,White,0,College graduate
5eadc2d6-2f61-7d82-ac9c-95b983f0eed3,40,Male,1,White,0,College graduate
5eadc2a3-4079-eb69-714b-e3c3d962e5ab,70,Male,1,White,0,Some college
5eadc1d7-5d98-5492-c23d-c001495cfc16,40,Male,1,White,0,College graduate
5eadc35c-7bb0-e842-4b78-0db859791e1c,58,Female,1,White,0,High school graduate
5eadc2d7-6be8-31d6-1d25-82740541e842,40,Male,1,White,0,College graduate
5eadc2f9-729f-88cc-c113-30acfa1f8c0f,74,Male,1,White,0,College graduate
5eadc2c4-d38d-0590-963f-c400322c6888,43,Male,1,White,0,College graduate
5eadc31f-3298-c967-be87-4a3739ae1c22,72,Female,1,White,0,Some college
5eadc2fb-9f82-5041-80bb-17aca2d446fd,58,Male,1,White,0,College graduate
5eadc382-d68e-0112-7ec5-8031cd194b49,43,Male,1,White,1,Some college
5eadc34a-6c47-46a8-0c24-615369f1b9bc,27,Female,1,White,0,College graduate
5eadc269-b872-f3a5-7da5-d04636f5106b,30,Female,1,White,0,High school graduate
5eadc38c-96d5-370b-a345-dcd18ec9e3f3,60,Female,1,White,0,Some college
5eadc38c-0d54-ef7b-895c-6dbd2987aee4,78,Male,1,White,0,College graduate
5eadc399-06d3-1d2f-8700-5acd9fbc36e6,26,Female,1,Black,1,Some college
5eadc394-ab12-a933-1894-3939bd44f884,59,Female,1,Other,0,College graduate
5eadc32b-96cd-43b3-7990-c6e3a3fef51f,41,Male,1,White,1,College graduate
5eadc276-2fc8-4a4e-c90a-9923c7207d2c,43,Female,1,Black,0,High school graduate
5eadc319-ace4-99c8-aec0-5a4ec9acf0d9,40,Male,1,White,0,College graduate
5eadc3e3-cc95-477b-6855-40864d444525,48,Female,1,White,0,College graduate
5eadc2e8-76f6-6539-216f-042c2c39280b,79,Male,1,White,0,Some college
5eadc3c2-9cb1-9653-16e8-5a9a2f81bc31,28,Female,1,Black,0,Some college
5eadc3ed-1e30-9df8-c50c-9c8bbf06bf9b,37,Male,1,White,0,High school graduate
5eadc372-ad46-426c-251e-e075c145533e,54,Female,1,White,0,Some college
5eadc3ab-bc82-587e-73cb-20e583cee9ff,32,Female,1,Black,0,High school graduate
5eadc308-bfb6-d095-947c-49d802814ee0,44,Male,1,White,0,College graduate
5eadc392-7e64-44b8-4a9c-2f3437eaceba,45,Male,1,White,0,College graduate
5eadc3d2-ae03-c402-8ba6-86b5aadd151c,39,Female,1,Black,0,College graduate
5eadc31b-db89-a008-cac5-382ba6837050,77,Female,1,White,0,Some college
5eadc2ca-64d0-117d-f99c-d51109dd31d3,42,Female,1,White,0,College graduate
5eadc325-a0e5-3b94-0e2c-3bcab143f89e,58,Female,1,White,0,Some college
5eadc276-80ea-c1af-32f8-8316df254620,71,Male,1,White,0,College graduate
5eadc2bb-2129-ccdc-0baa-1b73d2d1fc47,42,Male,1,White,0,College graduate
5eadc3c4-cb28-097a-76e3-000dc04e5e9f,62,Female,1,White,0,High school graduate
5eadc3dd-6350-e3d9-99e6-221224ca029f,58,Female,1,White,0,Some college
5eadc544-0e7d-e661-0cc6-6bd5a1ee848a,47,Male,1,Other,1,Some college
5eadc559-0f58-1e1d-a841-8449773f22e3,45,Male,1,White,0,Some college
5eadc39d-2e15-c669-836e-a8dd2fe1476d,58,Male,1,White,0,Some college
5eadc4c7-3616-0cb8-a0a2-6d0851b31fdb,73,Male,1,White,0,College graduate
5eadc2fe-12c9-c824-098d-89817ba38cf8,42,Male,1,White,0,College graduate
5eadc3be-4e4a-70ea-5055-8eb17770f94b,61,Female,1,White,0,Some college
5eadc491-5d81-a2e9-c25e-58a1b84d8eb3,53,Female,1,Other,0,Some college
5eadc596-b264-e77e-1c8b-835fff398fa4,75,Female,1,White,0,College graduate
5eadc38d-55df-6e35-ef71-2c0f50042d04,58,Female,1,White,0,College graduate
5eadc442-05b3-ba20-b1b4-ff1fee075a94,56,Male,1,White,0,Some college
5eadc3ad-8435-4f5e-8311-131f94c2bbaf,29,Male,1,White,0,College graduate
5eadc56e-22f3-32b0-1ce3-d7dea193b470,45,Female,1,Other,0,College graduate
5eadc7d9-ddbc-abf4-1e6a-1589217771fe,69,Female,1,White,0,College graduate
5eadc767-1849-637c-7a52-ef687dbd004a,77,Female,1,White,0,Some college
5eadc763-8910-4163-7c1a-cb43a84f556b,73,Male,1,White,0,Some college
5eadc84d-3aa8-c359-ed8b-e576a332e427,64,Male,1,White,0,High school graduate
5eadc38a-900e-6813-0798-3b6592aa00ac,40,Male,1,White,0,College graduate
5eadc3eb-5f77-03bf-9c14-78b1f84ba24d,58,Female,1,White,0,Some college
5eadad2a-5dca-3e7c-83d8-f34b1fd3a8c3,NA,Female,1,White,0,College graduate
5eadcf5e-08ce-4646-5649-226bd72e128f,48,Female,1,Other,1,Some college
5eada90b-d2af-4cdf-79b1-3da2d431c9cc,NA,Female,1,Black,0,Non-high school graduate
5eadc3a6-c9f6-4f86-ce12-f17e12816c95,33,Male,1,White,0,College graduate
5eadd547-cd59-a85b-06c6-afae624e20a6,19,Male,1,White,0,Some college
5eadd566-f394-2977-6f9a-b9a8bc0ef30e,21,Female,1,White,0,High school graduate
5eadd533-02d8-3f59-36be-28e0bf2f30ee,20,Female,1,White,0,High school graduate
5eadd56d-099f-7592-a474-d0ede19f8282,57,Male,1,White,0,High school graduate
5eadd520-1319-864c-1d08-4e9c4ad5d667,62,Male,1,White,0,College graduate
5eadd55b-04c9-310a-c619-4d52d56054c8,22,Female,1,White,0,Some college
5eadd5ae-10a1-24c1-ce70-d3b9bda24b8e,26,Female,1,Black,0,College graduate
5eadd597-ad4e-a3b6-3c40-27fa3e2773e6,45,Male,1,White,0,Some college
5eadd595-afdd-c01a-cc46-a9d86f7b1f0c,37,Female,1,Black,0,Some college
5eadd517-09b5-73d2-727c-f7ab7f2f1784,61,Male,1,White,0,College graduate
5eadd528-32cb-8e57-bfb1-eab9e9f8e6ec,70,Female,1,White,0,High school graduate
5eadd53d-57ad-2048-0675-1c3b134e6722,19,Female,1,White,0,High school graduate
5eadd58a-df0b-1c81-8ccb-f8098f43a1d0,66,Male,1,White,0,High school graduate
5eadd5a0-277d-d948-20bb-4fa82b0aec89,35,Female,1,Black,0,Some college
5eadd5be-0019-2541-5735-9a89a015859e,54,Male,1,White,0,College graduate
5eadd5b6-81a4-db8f-7634-d399240ce5be,55,Male,1,White,0,College graduate
5eadd5cc-886e-5c80-b651-7c980b09c580,52,Male,1,White,0,College graduate
5eadd538-a0d1-62ee-8c31-6308c86190e7,27,Female,1,White,0,High school graduate
5eadd53f-364f-2e9d-76d6-80569579a884,69,Female,1,White,0,High school graduate
5eadd5ac-02a2-1805-4641-d5dc06644b24,39,Male,1,White,0,College graduate
5eadde4a-8ce9-7280-63ce-85ef0e2063f7,58,Male,1,Other,0,Some college
5eaddf7d-a652-e670-808e-4eac8154bb7a,18,Female,1,Black,0,High school graduate
5eaddf8f-ef83-da66-2972-753eaea52141,19,Female,1,White,1,Some college
5eaddfe2-4f0c-e297-fd72-18a847e41e5c,21,Male,1,Black,1,College graduate
5eaddfc1-0f8d-984a-3167-08193ed0e38f,19,Female,1,Other,1,Some college
5eaddef4-c102-f62b-e542-67dd3ccac15d,53,Male,1,Other,0,Some college
5eaddb5b-fe30-142e-310b-339d70f49cf0,NA,Male,1,Other,0,College graduate
5eaddf78-1fdc-5ed5-ab49-abb23290f620,19,Female,1,Other,0,Non-high school graduate
5eade736-d6be-7a6f-66cc-b94705d93508,NA,Male,1,Other,0,College graduate
5eade5d4-c3e3-68f2-72c8-ba81d4575284,49,Male,1,Other,1,Non-high school graduate
5eadeb1b-5158-c785-dffe-55e7d7b7b420,39,Male,1,Other,1,College graduate
5eadf043-faf0-8316-f801-fc299a10c5d3,65,Male,1,White,1,College graduate
5eae02a2-77d1-e509-b3a1-a48fdcce9ca4,NA,Male,1,Other,NA,College graduate
5eaefa2b-d91a-e5d7-03b8-aeba7d972f47,NA,Male,1,White,0,College graduate
5eaefa33-8b7d-d8cf-995d-9f39dce4c6c8,NA,Male,1,White,0,Some college
5eaefa46-64ab-9653-26a9-257b6b203a3a,NA,Male,1,White,0,Some college
5eaefa99-9707-a4b4-b232-91b3de944379,NA,Female,1,Other,0,College graduate
5eaefa41-2eea-c8fa-f162-888fe2d50adc,NA,Male,1,White,0,Non-high school graduate
5eaefa8d-69cf-822d-f6a9-828c14952124,NA,Male,1,White,0,Some college
5eaefa4f-a51a-b991-8d96-c83affb5e19d,NA,Female,1,White,0,College graduate
5eaefa6c-7f4c-3359-5371-1acd58d749d7,NA,Male,1,Other,0,Some college
5eaefa6b-2f7f-031f-6d20-13ab9202fb85,NA,Female,1,Other,1,Non-high school graduate
5eaefaa9-2851-c21f-6991-5e402fdd8d98,NA,Female,1,Other,0,Some college
5eaefa39-241b-3017-8e5d-f771f27cc25e,NA,Female,1,White,0,Some college
5eaefac5-2549-48b8-5701-1172363e3b85,NA,Female,1,White,0,College graduate
5eaefa5d-0955-466a-75fc-5dd6d470ce2b,NA,Female,1,White,0,Non-high school graduate
5eaefa7f-2832-8b01-5ffc-a46685f383c4,NA,Female,1,White,0,Some college
5eaefad0-1a3f-cc5c-823a-ab98a9084f0c,NA,Female,1,Black,0,College graduate
5eaefa5a-ae47-30bb-fe47-b42a35a878ca,NA,Female,1,White,0,College graduate
5eaefaa3-376b-3576-e28e-ae49354fce77,NA,Male,1,White,0,Some college
5eaefa99-b5c3-0122-250f-de3635ec019b,NA,Female,1,Other,0,College graduate
5eaefa45-4a52-90b3-bf32-b64615fdf2bc,NA,Male,1,White,0,College graduate
5eaefaa7-b651-1351-544e-8fa93ac4bc93,NA,Female,1,White,0,Some college
5eaefadd-9c73-a173-daed-4b6ed1da26ac,NA,Male,1,White,0,College graduate
5eaefa7f-0825-5f0c-6452-d87cd59c0b98,NA,Female,1,Other,1,Some college
5eaefaa6-6c29-5e55-ea2a-5f124229938f,NA,Male,1,White,0,High school graduate
5eaefaec-dea4-4fff-7201-07ebcf3ca826,NA,Male,1,Other,0,College graduate
5eaefa5c-588d-e97f-9ced-f35523cec1bd,NA,Male,1,White,0,Some college
5eaefa87-7e09-9e39-0500-0e90cb6ca246,NA,Male,1,Black,1,College graduate
5eaefa90-d491-c0af-02b2-e689a2b4dc48,NA,Female,1,White,0,College graduate
5eaefa88-584d-9f2c-8784-17915cf3c973,NA,Male,1,White,0,Some college
5eaefa94-3c79-4bdc-0da2-2ed244198077,NA,Female,1,White,0,Some college
5eaefa34-41f0-49e5-e0e1-305f9a81e91e,NA,Male,1,White,0,High school graduate
5eaefa52-d366-d9e9-23cc-d7f757da2a08,NA,Female,1,White,0,High school graduate
5eaefada-1bb1-bfbf-722e-bc6b743c4569,NA,Female,1,Other,0,College graduate
5eaefb34-6b07-8035-c587-bbdd947a9031,NA,Female,1,White,0,Some college
5eaefa9d-cac3-7c15-3f5a-1e3d100324ea,NA,Female,1,White,0,College graduate
5eaefac2-b88e-1dc2-bfb8-a84538de8e4c,NA,Male,1,Other,0,College graduate
5eaefae6-561d-c4f4-39a6-92c6689da30c,NA,Female,1,Other,0,High school graduate
5eaefa8f-9c2e-00d9-605b-9e092205e315,NA,Male,1,Black,0,Some college
5eaefac3-5d9a-3725-817c-99302c88f000,NA,Male,1,Other,0,Some college
5eaefb1b-085d-8bf8-eb98-4da84925abf3,NA,Female,1,White,0,Some college
5eaefaa7-5457-7092-7ff4-1ca0d57e36ba,NA,Female,1,White,0,College graduate
5eaefa87-5c2f-f2f4-92a5-0120c285cad0,NA,Female,1,Other,0,College graduate
5eaefa84-de4b-14df-dfcb-c09b9b7d05d2,NA,Male,1,White,0,Some college
5eaefadb-c12b-23d3-2c48-aec7bec0e908,NA,Male,1,White,0,High school graduate
5eaefb5a-87fe-dd26-1dd0-c1c716d71018,NA,Female,1,Other,0,College graduate
5eaefa8a-376e-f7f7-0249-6b1b10c192ae,NA,Male,1,White,0,College graduate
5eaefa77-80ed-dd79-878e-eeef21807b4f,NA,Female,1,Other,0,High school graduate
5eaefac9-3618-d7ac-08b5-17774c32e401,NA,Female,1,White,0,College graduate
5eaefa4d-b013-998b-8eae-d73bf201f20a,NA,Male,1,White,0,College graduate
5eaefac4-698c-8b49-75b4-2d0937565a4f,NA,Female,1,White,0,Some college
5eaefa49-0c5a-a72a-677c-aaf238197ce5,NA,Female,1,White,0,High school graduate
5eaefab7-fdbd-e7e0-f9f8-58eac6595148,NA,Male,1,Other,0,College graduate
5eaefaf8-0337-d0c5-61b6-a92b75dd1b13,NA,Female,1,White,1,High school graduate
5eaefb2a-9d25-3dd5-5bc9-08efd4646fe6,NA,Male,1,White,0,College graduate
5eaefaa3-c450-522e-5b97-18e984a6f762,NA,Female,1,White,0,College graduate
5eaefb5c-6efa-8dfe-1154-5e419273ffda,NA,Female,1,White,0,College graduate
5eaefaf7-a619-635b-5db1-e615317495b7,NA,Female,1,White,0,Some college
5eaefa80-4239-715e-6fc9-f275068cbf0d,NA,Female,1,White,0,Some college
5eaefab7-30db-4295-4103-acc3f9f08d60,NA,Female,1,White,0,High school graduate
5eaefb2f-7e18-7638-25ca-d969a4f45ec2,NA,Male,1,White,0,College graduate
5eaefaad-42f4-6cb5-3509-1300106c5503,NA,Female,1,Black,0,Non-high school graduate
5eaefb4d-2f57-7082-edcf-33f927408243,NA,Male,1,Other,0,Some college
5eaefb8e-036a-fda3-ec52-54d69ade324b,NA,Male,1,White,0,Some college
5eaefb20-09ee-1208-db3b-552fa0a5a470,NA,Male,1,White,0,College graduate
5eaefba7-1f85-7f15-fe68-f4208b1fb1f2,NA,Female,1,White,0,College graduate
5eaefaa1-104c-85c2-736c-4140d6111ec6,NA,Male,1,Other,0,College graduate
5eaefa65-cb7f-febb-274d-080ded5340fb,NA,Male,1,White,0,College graduate
5eaefac4-3178-b040-2fd5-5379991cb578,NA,Female,1,White,0,College graduate
5eaefb51-a98b-f30f-2ec4-4de2cd341279,NA,Male,1,White,0,College graduate
5eaefaa3-c118-124a-0661-9365d4cfc453,NA,Male,1,White,0,Some college
5eaefa53-9f49-a9e2-e285-80fd405f0d99,NA,Female,1,White,0,Some college
5eaefa9f-5d98-dea8-9e75-9a6e37f4f60c,NA,Male,1,White,0,High school graduate
5eaefa42-6ea5-dac2-a9e8-2b4a0b5f2b5d,NA,Female,1,White,1,Some college
5eaefb8a-f2bd-4316-9b7b-420c0a6fb438,NA,Female,1,White,0,College graduate
5eaefb5f-89a1-3dfd-b766-a27a2d8a5c7b,NA,Male,1,White,1,College graduate
5eaefaab-32c9-30c1-6f7b-55ece56cac24,NA,Male,1,Black,0,High school graduate
