rid,wave,sex_cnt,age_cnt
5eb04dd9-5519-6037-f848-e86f0262d6d2,1,Female,0
5eb04e07-7dac-7636-94de-93a8a6623d5d,1,Female,10
5eb04e07-7dac-7636-94de-93a8a6623d5d,1,Male,8
5eb04c1f-5cf4-70ef-f49c-83c527757c4e,1,Female,29
5eb04c1f-5cf4-70ef-f49c-83c527757c4e,1,Male,17
5eb04c1f-5cf4-70ef-f49c-83c527757c4e,1,Female,15
5eb05090-e8dc-ef6e-66d8-5734182b3242,1,Female,23
5eb04daa-82f3-2dc7-d5bd-81aabb209032,1,Male,33
5eb04daa-82f3-2dc7-d5bd-81aabb209032,1,Female,11
5eb04d04-b326-10be-7a98-4bdb9a3729da,1,Male,56
5eb04e9e-f2ef-3e75-cf82-b558a0d706de,1,Female,41
5eb04e9e-f2ef-3e75-cf82-b558a0d706de,1,Female,72
5eb04f66-faae-bb1b-a760-12c8492efd38,1,Male,45
5eb04f66-faae-bb1b-a760-12c8492efd38,1,Male,19
5eb04f66-faae-bb1b-a760-12c8492efd38,1,Male,16
5eb04f66-faae-bb1b-a760-12c8492efd38,1,Female,43
5eb050bc-af79-3a9a-0813-9a0ee8200742,1,Male,50
5eb050bc-af79-3a9a-0813-9a0ee8200742,1,Female,11
5eb050bc-af79-3a9a-0813-9a0ee8200742,1,Male,8
5eb05123-2c02-aa54-43d6-79b53ba683ce,1,Female,44
5eb05123-2c02-aa54-43d6-79b53ba683ce,1,Female,20
5eb04dc4-89be-7e26-ab8e-4d1d97d59615,1,Male,4
5eb04dc4-89be-7e26-ab8e-4d1d97d59615,1,Male,35
5eb051e4-75e2-2365-acfc-be6ad1ef3d20,1,Male,70
5eb051e4-75e2-2365-acfc-be6ad1ef3d20,1,Male,30
5eb0501a-85b4-cd0f-12a8-e61ff3652678,1,Male,30
5eb0501a-85b4-cd0f-12a8-e61ff3652678,1,Male,30
5eb0501a-85b4-cd0f-12a8-e61ff3652678,1,Female,48
5eb0501a-85b4-cd0f-12a8-e61ff3652678,1,Male,70
5eb04c09-bedf-cc91-2fc4-5fdabc962807,1,Female,40
5eb04c09-bedf-cc91-2fc4-5fdabc962807,1,Female,9
5eb04c09-bedf-cc91-2fc4-5fdabc962807,1,Male,7
5eb05204-0120-cffa-6fb0-3995d26cd6db,1,Male,76
5eb05150-1e74-256c-e1d5-6cfa765baf09,1,Male,67
5eb0558b-addc-bf2b-703e-c4c878f3f88d,1,Male,70
5eb0558b-addc-bf2b-703e-c4c878f3f88d,1,Female,30
5eb050eb-308e-888a-97de-a5b890166dca,1,Female,32
5eb057c4-6d3c-39a0-c84b-a16a1f2a7d54,1,Female,51
5eb04f30-8185-c902-ecd9-1d2ed0f8a633,1,Male,39
5eb04f30-8185-c902-ecd9-1d2ed0f8a633,1,Female,6
5eb04fde-38a0-01f1-9153-b940f584930c,1,Male,73
5eb0652e-43fb-6632-9ab3-f8541e5d180b,1,Female,69
5eb0653c-5def-f148-378b-12f8fffeaecc,1,Male,83
5eb06564-1426-9331-c822-c161e3055997,1,Female,35
5eb06564-1426-9331-c822-c161e3055997,1,Female,11
5eb06564-1426-9331-c822-c161e3055997,1,Male,8
5eb0648c-e854-481b-6331-0b25ca45f1f8,1,Male,1
5eb0648c-e854-481b-6331-0b25ca45f1f8,1,Female,1
5eb06536-266c-3e0c-71fa-8f992022b8c2,1,Female,68
5eb064f1-c6d9-3de2-a47f-af0570463922,1,Female,33
5eb064f1-c6d9-3de2-a47f-af0570463922,1,Male,8
5eb064f1-c6d9-3de2-a47f-af0570463922,1,Female,5
5eb06589-7f08-52d9-eba0-815db53ff604,1,Female,40
5eb06589-7f08-52d9-eba0-815db53ff604,1,Male,12
5eb066c2-0284-8820-7e50-783c532ed814,1,Male,86
5eb0676f-3246-3dae-b99f-eaec6b6e53ee,1,Male,11
5eb0676f-3246-3dae-b99f-eaec6b6e53ee,1,Male,43
5eb067a8-cc2f-9598-7091-6282b4c8bee8,1,Male,3
5eb067a8-cc2f-9598-7091-6282b4c8bee8,1,Male,35
5eb0679a-8779-43fb-455b-065fab170563,1,Female,36
5eb06749-14c1-b954-d4ad-63c1f4fe5259,1,Female,58
5eb0672b-da27-c131-f18b-f551dcc86d4d,1,Male,77
5eb0672b-da27-c131-f18b-f551dcc86d4d,1,Male,31
5eb0678f-9461-b242-36f6-614071ea9fa3,1,Male,30
5eb0678f-9461-b242-36f6-614071ea9fa3,1,Female,30
5eb0678f-9461-b242-36f6-614071ea9fa3,1,Male,6
5eb067d7-6f1b-d2e0-c9d0-5978945f5251,1,Female,33
5eb067d7-6f1b-d2e0-c9d0-5978945f5251,1,Female,16
5eb067d7-6f1b-d2e0-c9d0-5978945f5251,1,Male,11
5eb067d7-6f1b-d2e0-c9d0-5978945f5251,1,Female,4
5eb06786-5886-8454-9bcf-eb6de30a7986,1,Female,35
5eb06786-5886-8454-9bcf-eb6de30a7986,1,Female,15
5eb06786-5886-8454-9bcf-eb6de30a7986,1,Male,8
5eb06786-5886-8454-9bcf-eb6de30a7986,1,Female,1
5eb06741-ecb5-b66d-8e18-d6375d675767,1,Female,39
5eb06741-ecb5-b66d-8e18-d6375d675767,1,Male,11
5eb06741-ecb5-b66d-8e18-d6375d675767,1,Female,8
5eb0678d-b25c-da92-ca89-8ad517658eb1,1,Male,47
5eb067b2-3501-69b6-5e63-90f891a5dfb7,1,Male,29
5eb067b2-3501-69b6-5e63-90f891a5dfb7,1,Male,64
5eb04bdb-9e9a-c2ee-1ca2-16fa01f579b8,1,Female,65
5eb04bdb-9e9a-c2ee-1ca2-16fa01f579b8,1,Male,12
5eb04bdb-9e9a-c2ee-1ca2-16fa01f579b8,1,Male,10
5eb04bdb-9e9a-c2ee-1ca2-16fa01f579b8,1,Male,8
5eb06787-0c83-8797-6252-13ee207e44b4,1,Female,66
5eb067c2-cf90-b11c-7ec0-b6ad718d76fc,1,Female,25
5eb067c2-cf90-b11c-7ec0-b6ad718d76fc,1,Male,13
5eb067c2-cf90-b11c-7ec0-b6ad718d76fc,1,Female,10
5eb067d8-f8b7-14ec-9c94-5a7df1ec718c,1,Female,84
5eb067d8-f8b7-14ec-9c94-5a7df1ec718c,1,Male,54
5eb0675c-5229-20b6-745a-f2c0a63e36c1,1,Female,29
5eb0675c-5229-20b6-745a-f2c0a63e36c1,1,Male,10
5eb06798-d72e-67e9-98eb-5d091e4e9d7b,1,Female,34
5eb06798-d72e-67e9-98eb-5d091e4e9d7b,1,Female,13
5eb06798-d72e-67e9-98eb-5d091e4e9d7b,1,Male,10
5eb06798-d72e-67e9-98eb-5d091e4e9d7b,1,Male,3
5eb067a9-b1e1-46de-81b9-8947d8518a04,1,Female,10
5eb067a9-b1e1-46de-81b9-8947d8518a04,1,Male,12
5eb0673f-a29b-3660-1105-2a48adc624e9,1,Female,17
5eb0673f-a29b-3660-1105-2a48adc624e9,1,Female,70
5eb0673f-a29b-3660-1105-2a48adc624e9,1,Male,70
5eb067a8-58ec-b2d3-cd9f-a2ff60c86b2d,1,Male,60
5eb067a8-58ec-b2d3-cd9f-a2ff60c86b2d,1,Female,55
5eb067a8-58ec-b2d3-cd9f-a2ff60c86b2d,1,Female,34
5eb06770-0be0-7727-b7d5-b546c2c65725,1,Male,50
5eb06770-0be0-7727-b7d5-b546c2c65725,1,Male,15
5eb06770-0be0-7727-b7d5-b546c2c65725,1,Male,11
5eb067be-a43e-c121-14b2-f59db0113126,1,Male,44
5eb067be-a43e-c121-14b2-f59db0113126,1,Female,23
5eb067be-a43e-c121-14b2-f59db0113126,1,Male,16
5eb067be-a43e-c121-14b2-f59db0113126,1,Male,11
5eb0680e-aaf6-072a-2efa-1e6c257b88f9,1,Male,68
5eb06731-4042-6c57-b98c-fbde9c6e40d4,1,Female,13
5eb06731-4042-6c57-b98c-fbde9c6e40d4,1,Male,7
5eb06731-4042-6c57-b98c-fbde9c6e40d4,1,Female,27
5eb0673e-af89-c114-3444-d639933cb7d8,1,Female,35
5eb0673e-af89-c114-3444-d639933cb7d8,1,Male,13
5eb0673e-af89-c114-3444-d639933cb7d8,1,Female,9
5eb06796-6129-80d8-5280-d58a70ee6ffd,1,Female,45
5eb06796-6129-80d8-5280-d58a70ee6ffd,1,Male,47
5eb06796-6129-80d8-5280-d58a70ee6ffd,1,Male,21
5eb067e3-b374-78ca-4230-fbc8d926425f,1,Male,36
5eb067e3-b374-78ca-4230-fbc8d926425f,1,Female,11
5eb06838-2700-7e2c-eb8c-4a577d7f8e92,1,Male,89
5eb06838-2700-7e2c-eb8c-4a577d7f8e92,1,Female,84
5eb067a8-bef5-9002-bad7-c1b34a33d018,1,Male,13
5eb067a8-bef5-9002-bad7-c1b34a33d018,1,Female,7
5eb067a8-bef5-9002-bad7-c1b34a33d018,1,Female,35
5eb06788-0804-00a0-c4ae-3ea6912cf5a6,1,Male,39
5eb06788-0804-00a0-c4ae-3ea6912cf5a6,1,Female,34
5eb06916-f8e0-5ef4-aab3-7e7891f0f9c9,1,Female,0
5eb0692e-bf17-8947-842b-6e1f8f0eacf8,1,Male,20
5eb0692e-bf17-8947-842b-6e1f8f0eacf8,1,Female,61
5eb06901-1a90-fc6c-bf05-f097a9c369fa,1,Female,46
5eb06901-1a90-fc6c-bf05-f097a9c369fa,1,Female,12
5eb06901-1a90-fc6c-bf05-f097a9c369fa,1,Male,54
5eb06917-c6d9-f44f-1533-61a9bbf4d290,1,Female,43
5eb06770-63ac-0367-a054-44c48dc8eca1,1,Female,35
5eb06770-63ac-0367-a054-44c48dc8eca1,1,Female,10
5eb067fb-f3d9-03d6-6f02-a7a6f3b03f97,1,Male,10
5eb067fb-f3d9-03d6-6f02-a7a6f3b03f97,1,Female,30
5eb06924-f8e5-cebc-d6ec-5a755cb7dff3,1,Female,26
5eb06728-196c-945c-46c6-8b727816975a,1,Male,26
5eb06814-5eb5-06ca-8717-be6e73ed4298,1,Male,10
5eb06814-5eb5-06ca-8717-be6e73ed4298,1,Female,15
5eb0691e-4f78-32b6-d21e-d3088895e8f1,1,Male,15
5eb06921-4eb1-0734-22d1-b8766a2ceb8b,1,Female,45
5eb06a24-abac-a8ef-bff3-f637a76b26cc,1,Male,5
5eb06a24-abac-a8ef-bff3-f637a76b26cc,1,Female,3
5eb06965-4940-808d-0575-e55e66d56a72,1,Female,64
5eb0692f-2bda-4bd2-b40e-2db815a7205c,1,Male,12
5eb0692f-2bda-4bd2-b40e-2db815a7205c,1,Male,10
5eb0692f-2bda-4bd2-b40e-2db815a7205c,1,Male,8
5eb0692f-2bda-4bd2-b40e-2db815a7205c,1,Male,45
5eb0692f-2bda-4bd2-b40e-2db815a7205c,1,Female,44
5eb069e2-5e2c-2a39-b834-a12f25c30ae0,1,Female,28
5eb067c3-6786-34fc-a1c5-d2cf2cb7b0bf,1,Male,3
5eb067c3-6786-34fc-a1c5-d2cf2cb7b0bf,1,Female,3
5eb067c3-6786-34fc-a1c5-d2cf2cb7b0bf,1,Male,3
5eb066e4-7320-e45e-df16-25ad1e7cbd69,1,Male,16
5eb066e4-7320-e45e-df16-25ad1e7cbd69,1,Male,13
5eb066e4-7320-e45e-df16-25ad1e7cbd69,1,Male,7
5eb067b2-4d42-b73a-88f2-fe282611ab43,1,Male,43
5eb067b2-4d42-b73a-88f2-fe282611ab43,1,Male,10
5eb0783a-7d30-b52d-6f4d-c7c00e0509a6,1,Female,40
5eb0783a-7d30-b52d-6f4d-c7c00e0509a6,1,Male,70
5eb0783a-7d30-b52d-6f4d-c7c00e0509a6,1,Female,20
5eb0783a-7d30-b52d-6f4d-c7c00e0509a6,1,Male,19
5eb0783a-7d30-b52d-6f4d-c7c00e0509a6,1,Male,18
5eb07826-1f69-e0e7-7d1b-77993ab0d522,1,Male,38
5eb07826-1f69-e0e7-7d1b-77993ab0d522,1,Male,14
5eb07826-1f69-e0e7-7d1b-77993ab0d522,1,Male,12
5eb07826-1f69-e0e7-7d1b-77993ab0d522,1,Female,8
5eb07826-1f69-e0e7-7d1b-77993ab0d522,1,Female,8
5eb078a9-0037-38e0-0b0e-89c0d0151a0b,1,Female,73
5eb078f2-602e-b1fe-07b5-90e5d10c307e,1,Male,3
5eb078f2-602e-b1fe-07b5-90e5d10c307e,1,Male,32
5eb078cb-28a5-c6af-ec52-8a55491cf779,1,Male,29
5eb078cb-28a5-c6af-ec52-8a55491cf779,1,Female,12
5eb078cb-28a5-c6af-ec52-8a55491cf779,1,Male,6
5eb078cb-28a5-c6af-ec52-8a55491cf779,1,Female,1
5eb07882-4735-08dc-4b44-89dfd60c7823,1,Male,44
5eb07882-4735-08dc-4b44-89dfd60c7823,1,Female,12
5eb07882-4735-08dc-4b44-89dfd60c7823,1,Male,10
5eb0654e-5922-d5cd-9c21-59a93d2a8073,1,Female,26
5eb0784d-7afa-f97f-7248-1d0d2f80b333,1,Male,57
5eb07882-3be4-5ae0-f9a1-fa711d0aed67,1,Female,0
5eb07882-3be4-5ae0-f9a1-fa711d0aed67,1,Male,35
5eb07882-3be4-5ae0-f9a1-fa711d0aed67,1,Male,2
5eb078d2-84c3-3099-e737-9af03e5ac259,1,Female,42
5eb078d2-84c3-3099-e737-9af03e5ac259,1,Male,13
5eb078d2-84c3-3099-e737-9af03e5ac259,1,Female,11
5eb078d2-84c3-3099-e737-9af03e5ac259,1,Female,9
5eb07875-3f02-e263-393f-bf1fa420c876,1,Male,61
5eb0786d-075a-21f6-24b5-d45e5858bfa4,1,Male,54
5eb0786d-075a-21f6-24b5-d45e5858bfa4,1,Male,27
5eb0786d-075a-21f6-24b5-d45e5858bfa4,1,Male,22
5eb0786d-075a-21f6-24b5-d45e5858bfa4,1,Female,20
5eb0786d-075a-21f6-24b5-d45e5858bfa4,1,Female,18
5eb07890-5a68-dfdb-5548-3ae3919cc041,1,Female,36
5eb07890-5a68-dfdb-5548-3ae3919cc041,1,Female,6
5eb07890-5a68-dfdb-5548-3ae3919cc041,1,Female,3
5eb0786b-a6e9-58fe-8e49-058b9283d258,1,Male,8
5eb0786b-a6e9-58fe-8e49-058b9283d258,1,Male,34
5eb0843b-0fb3-4e1e-0176-f75eeeb4d413,1,Male,52
5eb08514-e087-0424-238a-23e5d6ec4838,1,Female,1
5eb08514-e087-0424-238a-23e5d6ec4838,1,Male,6
5eb08514-e087-0424-238a-23e5d6ec4838,1,Male,7
5eb08514-e087-0424-238a-23e5d6ec4838,1,Female,12
5eb08514-e087-0424-238a-23e5d6ec4838,1,Female,14
5eb086cb-3906-0d60-dd14-7f7922e19ff6,1,Female,25
5eb086cb-3906-0d60-dd14-7f7922e19ff6,1,Female,5
5eb08e59-cbf5-4fe8-64c0-ae187de21c5d,1,Male,68
5eb0970a-f97e-4a7e-4cc6-414788959625,1,Male,22
5eb0970a-f97e-4a7e-4cc6-414788959625,1,Female,20
5eb0970a-f97e-4a7e-4cc6-414788959625,1,Male,16
5eb0501b-60e2-e94d-965b-948ffb7c8e94,1,Male,38
5eab6d08-6235-3cd8-4736-292230950703,1,Male,79
5eab6d08-6235-3cd8-4736-292230950703,1,Female,69
5eab6d08-6235-3cd8-4736-292230950703,1,Female,35
5eab6d08-6235-3cd8-4736-292230950703,1,Male,27
5eb1d11c-1fa5-274e-defd-0c025e5a0202,1,Female,36
5eb1d11c-1fa5-274e-defd-0c025e5a0202,1,Male,13
5eb1d11c-1fa5-274e-defd-0c025e5a0202,1,Female,7
5eb1d127-67e1-3b8d-4768-d9ee25d8048c,1,Male,9
5eb1d127-67e1-3b8d-4768-d9ee25d8048c,1,Female,3
5eb1d127-67e1-3b8d-4768-d9ee25d8048c,1,Female,35
5eb1d46c-a962-ddf8-3699-d8715ea5b2c2,1,Male,71
5eb1d39f-e7f3-d84f-e716-63d7aebf03a4,1,Female,34
5eb1d39f-e7f3-d84f-e716-63d7aebf03a4,1,Male,7
5eb1d39f-e7f3-d84f-e716-63d7aebf03a4,1,Female,5
5eb1d436-afc4-536e-e52f-5dec47639714,1,Male,1
5eb1d5e8-d92b-1e2f-7a42-136f9b2fb259,1,Male,21
5eb1d5e8-d92b-1e2f-7a42-136f9b2fb259,1,Male,24
5eb1d5e8-d92b-1e2f-7a42-136f9b2fb259,1,Female,34
5eb1d5e8-d92b-1e2f-7a42-136f9b2fb259,1,Female,43
5eb1d697-c142-6925-e99d-ba1c963f9f52,1,Male,75
5eb1d697-c142-6925-e99d-ba1c963f9f52,1,Female,39
5eb1d642-1b44-b207-23f7-72930bed1996,1,Female,70
5eb1d73e-ff51-c4bb-af83-f71d86607af0,1,Male,61
5eb1d73e-ff51-c4bb-af83-f71d86607af0,1,Female,56
5eb1d73e-ff51-c4bb-af83-f71d86607af0,1,Female,25
5eb1d651-3da2-8070-b5fc-077ba8fde4fb,1,Male,51
5eb1d651-3da2-8070-b5fc-077ba8fde4fb,1,Female,49
5eb1d503-153d-0fd7-0fce-9eeaa0d5f54b,1,Male,78
5eb1d68b-fa04-02b2-17ee-ab043033e90a,1,Male,2
5eb1d68b-fa04-02b2-17ee-ab043033e90a,1,Male,62
5eb1d68b-fa04-02b2-17ee-ab043033e90a,1,Female,56
5eb1d6b3-3986-71e6-b2b0-9c00d500ae28,1,Male,33
5eb1da2e-8c96-d6db-3511-5d54d1893c8f,1,Male,74
5eb1da2e-8c96-d6db-3511-5d54d1893c8f,1,Male,25
5eb1db42-2ae9-783f-190c-610e47cb5cf3,1,Female,0
5eb1dd1b-c190-918e-7db8-f9adbc3879a2,1,Male,64
5eb1dd1b-c190-918e-7db8-f9adbc3879a2,1,Male,38
5eb1ec91-c263-6ba5-2161-e6b4a7e2003b,1,Male,0
5eb1f19c-56ac-d6f8-de49-ad258c049619,1,Male,49
5eb1f19c-56ac-d6f8-de49-ad258c049619,1,Female,39
5eb1f19c-56ac-d6f8-de49-ad258c049619,1,Male,20
5eb1f19c-56ac-d6f8-de49-ad258c049619,1,Female,14
5eb1f19c-56ac-d6f8-de49-ad258c049619,1,Male,12
5eb1f22a-2ba1-96af-f102-bd87702675f7,1,Male,19
5eb1f22a-2ba1-96af-f102-bd87702675f7,1,Female,50
5eb1f22a-2ba1-96af-f102-bd87702675f7,1,Male,47
5eb1f1d3-af1d-1d35-576b-f9255c0c5eac,1,Female,61
5eb1f1bc-3905-df22-bac4-1c2267e999c1,1,Female,4
5eb1f273-9286-3e62-5b6c-83520066b9d4,1,Female,62
5eb1f25a-227c-64ab-6399-e54730abe8ac,1,Male,2
5eb1f25d-dffd-38b3-22ca-59b8858bd355,1,Female,54
5eb1f25d-dffd-38b3-22ca-59b8858bd355,1,Male,72
5eb1f217-aa03-562c-8f53-0ba727bd92fa,1,Female,19
5eb1f217-aa03-562c-8f53-0ba727bd92fa,1,Female,45
5eb1f217-aa03-562c-8f53-0ba727bd92fa,1,Male,45
5eb1f217-aa03-562c-8f53-0ba727bd92fa,1,Male,23
5eb1f217-aa03-562c-8f53-0ba727bd92fa,1,Male,17
5eb1f425-f927-a777-d8d7-4eee8ce0a852,1,Female,63
5eb1f4ec-17f8-17cb-2bad-d27d08d96564,1,Female,0
5eb1f4ec-c459-2594-f36b-83665b28dca6,1,Male,58
5eb1f4ec-c459-2594-f36b-83665b28dca6,1,Female,13
5eb1f444-7166-315f-7549-ee261ac08775,1,Female,68
5eb1f552-15f7-1e16-3979-b40348fb8586,1,Female,45
5eb1f552-15f7-1e16-3979-b40348fb8586,1,Female,34
5eb1f552-15f7-1e16-3979-b40348fb8586,1,Female,25
5eb1f4f8-0c24-f137-78a2-5d910d9f8801,1,Male,4
5eb1f47d-8afc-2ab7-65af-ca846560ffd5,1,Female,55
5eb1f444-d836-8fc7-1e95-03c3e44ea31d,1,Male,5
5eb1f444-d836-8fc7-1e95-03c3e44ea31d,1,Male,13
5eb1f444-d836-8fc7-1e95-03c3e44ea31d,1,Female,35
5eb1f5d3-c3c5-9c09-88bc-f129b783b8b6,1,Female,67
5eb1f5fa-05b9-6f81-51ee-bf755d17eeff,1,Male,77
5eb1f5c7-640b-bc8a-ea7a-27b4c9de1bdb,1,Male,56
5eb1f5c7-640b-bc8a-ea7a-27b4c9de1bdb,1,Male,65
5eb1f5c7-640b-bc8a-ea7a-27b4c9de1bdb,1,Female,69
5eb1f5f6-9ad0-077f-0802-d914735e170a,1,Male,59
5eb1f5f6-9ad0-077f-0802-d914735e170a,1,Female,22
5eb1f5f6-9ad0-077f-0802-d914735e170a,1,Male,21
5eb1f640-443b-026b-2995-d288d871a361,1,Male,73
5eb1f640-443b-026b-2995-d288d871a361,1,Female,71
5eb1f640-443b-026b-2995-d288d871a361,1,Male,51
5eb1f640-443b-026b-2995-d288d871a361,1,Female,48
5eb1f640-443b-026b-2995-d288d871a361,1,Female,29
5eb1f60e-7a61-c517-6f32-bdf00b1e38b0,1,Male,68
5eb1f60e-7a61-c517-6f32-bdf00b1e38b0,1,Male,35
5eb1f5fc-396f-b7b3-df15-474bf38ee49d,1,Male,64
5eb1f5d2-746d-3ac7-0d59-c054c17aca7c,1,Male,66
5eb1f5f9-f830-5d72-c977-298568abe3d4,1,Male,25
5eb1f5f9-f830-5d72-c977-298568abe3d4,1,Female,24
5eb1f5f9-f830-5d72-c977-298568abe3d4,1,Male,5
5eb1f5f9-f830-5d72-c977-298568abe3d4,1,Female,3
5eb1f5f9-f830-5d72-c977-298568abe3d4,1,Male,1
5eb1f5ea-c74b-3e4e-44ea-907bcd8b0f23,1,Female,13
5eb1f662-3ea7-316d-a735-00d6851af724,1,Male,19
5eb1f698-90fd-966a-b598-e03ed2238dfe,1,Female,12
5eb1f6c5-a1b1-0c1e-c5f3-b51fdf628b61,1,Female,68
5eb1f65d-9063-44ec-7023-cf5a729e6ccd,1,Male,65
5eb1f65d-9063-44ec-7023-cf5a729e6ccd,1,Female,64
5eb1f65d-9063-44ec-7023-cf5a729e6ccd,1,Male,11
5eb1f65d-9063-44ec-7023-cf5a729e6ccd,1,Male,8
5eb1f661-1514-3ffa-6a1e-68ba33ab342d,1,Male,46
5eb1f57d-27f1-cf07-27d4-6588383e7e70,1,Female,56
5eb1f66b-597b-0ae4-5d02-30b799dd4425,1,Female,70
5eb1f5a9-9353-524d-7c6b-daabe762bf7d,1,Female,14
5eb1f5ef-e3b1-22fb-7ed2-8eb08ef22615,1,Male,66
5eb1f509-b215-2423-445f-89caf1b4358b,1,Male,59
5eb1f509-b215-2423-445f-89caf1b4358b,1,Female,46
5eb1f509-b215-2423-445f-89caf1b4358b,1,Male,41
5eb1f70f-92dd-5527-776e-b675970e82a1,1,Female,62
5eb1f73a-c658-0dd7-140b-ddc2cf7eaecb,1,Female,34
5eb1f73a-c658-0dd7-140b-ddc2cf7eaecb,1,Female,6
5eb1f704-8547-d982-d3d5-b3d3975f3bef,1,Female,56
5eb1f6a3-261c-6543-2d08-18c125216327,1,Female,38
5eb1f654-68f8-6496-0c92-7f3aa141fa0a,1,Female,1
5eb1f654-68f8-6496-0c92-7f3aa141fa0a,1,Male,6
5eb1f654-68f8-6496-0c92-7f3aa141fa0a,1,Female,8
5eb1f654-68f8-6496-0c92-7f3aa141fa0a,1,Female,10
5eb1f6b7-7504-a3cf-a5eb-fca082e09a02,1,Female,50
5eb1f6b7-7504-a3cf-a5eb-fca082e09a02,1,Male,17
5eb1f6b7-7504-a3cf-a5eb-fca082e09a02,1,Female,15
5eb1f474-0215-cf4b-2a21-a53c4e58cd09,1,Male,19
5eb1f474-0215-cf4b-2a21-a53c4e58cd09,1,Male,24
5eb1f6ce-1a3e-e839-e58a-373b6ae099e6,1,Female,71
5eb1f782-8b46-4db5-46c5-440c87ce3efd,1,Male,35
5eb1f782-8b46-4db5-46c5-440c87ce3efd,1,Male,34
5eb1f782-8b46-4db5-46c5-440c87ce3efd,1,Female,32
5eb1f6bd-136c-2785-2c6c-55d8d9df327e,1,Female,8
5eb1f743-cc51-b038-ecb9-d66e5399a31d,1,Male,0
5eb1f743-cc51-b038-ecb9-d66e5399a31d,1,Female,0
5eb1f632-cf66-c4b3-23d8-0998fc6db648,1,Male,72
5eb1f795-21cf-409e-84c0-719be88cc2b4,1,Male,60
5eb1f744-2009-021e-274c-8a2b1060fbe0,1,Female,55
5eb1f744-2009-021e-274c-8a2b1060fbe0,1,Male,25
5eb1f69c-4618-c8b1-c627-3f55f74fd887,1,Male,36
5eb1fe47-a655-8bea-6309-ea70217b5b18,1,Male,31
5eb1fe47-a655-8bea-6309-ea70217b5b18,1,Female,28
5eb1feb7-8510-5816-5d00-15ab4a5bb77b,1,Male,12
5eb1feb7-8510-5816-5d00-15ab4a5bb77b,1,Female,12
5eb1feb7-8510-5816-5d00-15ab4a5bb77b,1,Female,39
5eb1fe69-9119-77a7-b2a4-e23ac9a3d315,1,Female,36
5eb1fe69-9119-77a7-b2a4-e23ac9a3d315,1,Male,50
5eb1fe7b-2445-340e-33cc-b66df124b0c6,1,Male,91
5eb1fe7b-2445-340e-33cc-b66df124b0c6,1,Male,68
5eb1feb1-1f7d-0145-2f31-7a3f0c203a16,1,Female,50
5eb1feb1-1f7d-0145-2f31-7a3f0c203a16,1,Male,18
5eb1feb1-1f7d-0145-2f31-7a3f0c203a16,1,Male,13
5eb1feb4-5319-aafd-f1e4-4ef0f3595660,1,Female,72
5eb1ff8d-c173-6e45-faa0-42420c18f043,1,Male,36
5eb1ff8d-c173-6e45-faa0-42420c18f043,1,Male,0
5eb1fe44-c7b2-9ba9-be7b-5d2a690daf4f,1,Female,51
5eb1fe44-c7b2-9ba9-be7b-5d2a690daf4f,1,Female,22
5eb1fe44-c7b2-9ba9-be7b-5d2a690daf4f,1,Female,20
5eb1fe44-c7b2-9ba9-be7b-5d2a690daf4f,1,Male,18
5eb1fe44-c7b2-9ba9-be7b-5d2a690daf4f,1,Male,18
5eb1feb4-84c6-d70f-17fc-b78ee12caba8,1,Female,44
5eb1feb4-84c6-d70f-17fc-b78ee12caba8,1,Male,15
5eb1feb4-84c6-d70f-17fc-b78ee12caba8,1,Female,13
5eb1feeb-852c-f5e3-a969-a1e104ad5d64,1,Female,32
5eb1feeb-852c-f5e3-a969-a1e104ad5d64,1,Male,5
5eb1feeb-852c-f5e3-a969-a1e104ad5d64,1,Male,2
5eb1fef8-9521-6e07-68f0-b1ea60873f2a,1,Male,57
5eb1fef8-9521-6e07-68f0-b1ea60873f2a,1,Female,56
5eb1fef8-9521-6e07-68f0-b1ea60873f2a,1,Female,30
5eb1fef8-9521-6e07-68f0-b1ea60873f2a,1,Female,20
5eb1fe6f-38a1-f701-5b85-a533386e01ae,1,Male,37
5eb1fe6f-38a1-f701-5b85-a533386e01ae,1,Male,13
5eb1fe6f-38a1-f701-5b85-a533386e01ae,1,Female,10
5eb1fef9-5d1e-92b9-b4ef-26a40ce32ac8,1,Female,28
5eb1fe8d-7837-0f24-1e26-5b3c54d58570,1,Female,32
5eb1fe8d-7837-0f24-1e26-5b3c54d58570,1,Female,6
5eb1fe8d-7837-0f24-1e26-5b3c54d58570,1,Male,16
5eb20a0d-7df2-ab41-5a15-989608b68958,1,Female,1
5eb20a1d-ca93-edc0-37cc-69fa9ac5f895,1,Male,3
5eb20a1d-ca93-edc0-37cc-69fa9ac5f895,1,Male,28
5eb20a07-948a-c8fc-8a43-16e78ca4e132,1,Male,9
5eb20a07-948a-c8fc-8a43-16e78ca4e132,1,Female,20
5eb20a07-948a-c8fc-8a43-16e78ca4e132,1,Male,55
5eb20a07-948a-c8fc-8a43-16e78ca4e132,1,Female,54
5eb20a0b-7957-d3b8-27e3-01e98c9d389e,1,Female,45
5eb20a0b-7957-d3b8-27e3-01e98c9d389e,1,Female,23
5eb20a0b-7957-d3b8-27e3-01e98c9d389e,1,Female,16
5eb209ef-0793-3e23-306d-bea0b56b313b,1,Male,65
5eb209ef-0793-3e23-306d-bea0b56b313b,1,Male,22
